customer_id,Age
1843,28
1844,74
1845,37
1846,38
1847,82
1848,49
1849,41
1850,35
1851,23
1852,37
1853,41
1854,56
1855,42
1856,30
1857,52
1858,43
1859,29
1860,27
1861,26
1862,28
1863,45
1864,29
1865,47
1866,28
1867,38
1868,64
1869,64
1870,52
1871,52
1872,72
1873,43
1874,39
1875,29
1876,47
1877,28
1878,51
1879,35
1880,66
1881,50
1882,37
1883,36
1884,43
1885,42
1886,60
1887,44
1888,63
1889,26
1890,42
1891,48
1892,34
1893,32
1894,30
1895,43
1896,59
1897,36
1898,66
1899,39
1900,48
1901,52
1902,30
1903,40
1904,48
1905,53
1906,29
1907,46
1908,46
1909,40
1910,44
1911,56
1912,69
1913,47
1914,21
1915,47
1916,67
1917,66
1918,51
1919,35
1920,41
1921,46
1922,43
1923,43
1924,36
1925,41
1926,55
1927,52
1928,50
1929,77
1930,39
1931,57
1932,65
1933,44
1934,45
1935,60
1936,35
1937,46
1938,27
1939,30
1940,20
1941,51
1942,35
1943,46
1944,35
1945,41
1946,39
1947,40
1948,27
1949,40
1950,36
1951,35
1952,25
1953,37
1954,29
1955,44
1956,31
1957,54
1958,31
1959,82
1960,39
1961,39
1962,28
1963,38
1964,37
1965,41
1966,36
1967,55
1968,43
1969,32
1970,55
1971,54
1972,58
1973,67
1974,47
1975,31
1976,36
1977,48
1978,21
1979,29
1980,50
1981,36
1982,41
1983,41
1984,34
1985,41
1986,33
1987,66
1988,45
1989,31
1990,68
1991,65
1992,51
1993,69
1994,48
1995,41
1996,70
1997,37
1998,36
1999,29
2000,34
2001,48
2002,63
2003,49
2004,35
2005,30
2006,35
2007,83
2008,67
2009,39
2010,39
2011,71
2012,34
2013,37
2014,59
2015,40
2016,27
2017,28
2018,44
2019,47
2020,42
2021,31
2022,26
2023,59
2024,33
2025,47
2026,46
2027,24
2028,34
2029,53
2030,38
2031,35
2032,58
2033,33
2034,67
2035,32
2036,59
2037,82
2038,46
2039,34
2040,25
2041,35
2042,42
2043,35
2044,41
2045,53
2046,30
2047,43
2048,50
2049,23
2050,52
2051,38
2052,66
2053,69
2054,40
2055,48
2056,40
2057,39
2058,71
2059,42
2060,57
2061,54
2062,46
2063,23
2064,44
2065,45
2066,22
2067,35
2068,52
2069,50
2070,48
2071,41
2072,53
2073,57
2074,20
2075,30
2076,42
2077,53
2078,26
2079,39
2080,47
2081,46
2082,33
2083,58
2084,49
2085,52
2086,55
2087,27
2088,46
2089,41
2090,26
2091,40
2092,29
2093,72
2094,56
2095,23
2096,66
2097,31
2098,48
2099,54
2100,63
2101,32
2102,77
2103,40
2104,28
2105,39
2106,43
2107,37
2108,44
2109,52
2110,33
2111,53
2112,65
2113,62
2114,45
2115,47
2116,42
2117,38
2118,40
2119,39
2120,49
2121,51
2122,31
2123,41
2124,52
2125,64
2126,39
2127,53
2128,48
2129,64
2130,48
2131,39
2132,33
2133,68
2134,36
2135,62
2136,42
2137,37
2138,51
2139,38
2140,59
2141,56
2142,63
2143,48
2144,32
2145,49
2146,62
2147,33
2148,46
2149,38
2150,35
2151,35
2152,26
2153,31
2154,55
2155,45
2156,58
2157,39
2158,46
2159,59
2160,32
2161,40
2162,68
2163,68
2164,48
2165,62
2166,53
2167,28
2168,41
2169,38
2170,46
2171,49
2172,56
2173,37
2174,23
2175,38
2176,28
2177,29
2178,53
2179,39
2180,39
2181,31
2182,43
2183,21
2184,54
2185,55
2186,63
2187,66
2188,27
2189,85
2190,64
2191,48
2192,33
2193,53
2194,43
2195,26
2196,58
2197,38
2198,50
2199,52
2200,80
2201,37
2202,53
2203,62
2204,38
2205,59
2206,29
2207,39
2208,36
2209,27
2210,72
2211,32
2212,30
2213,34
2214,42
2215,52
2216,50
2217,44
2218,37
2219,30
2220,44
2221,59
2222,35
2223,57
2224,43
2225,40
2226,42
2227,59
2228,31
2229,62
2230,23
2231,38
2232,38
2233,20
2234,46
2235,33
2236,37
2237,60
2238,37
2239,60
2240,34
2241,46
2242,50
2243,44
2244,63
2245,61
2246,55
2247,29
2248,51
2249,46
2250,41
2251,59
2252,39
2253,28
2254,52
2255,49
2256,35
2257,41
2258,36
2259,73
2260,32
2261,59
2262,60
2263,20
2264,47
2265,40
2266,63
2267,26
2268,27
2269,41
2270,47
2271,21
2272,54
2273,33
2274,34
2275,45
2276,34
2277,37
2278,49
2279,59
2280,32
2281,48
2282,50
2283,38
2284,33
2285,43
2286,37
2287,37
2288,23
2289,39
2290,34
2291,35
2292,61
2293,60
2294,36
2295,29
2296,42
2297,56
2298,34
2299,55
2300,42
2301,65
2302,35
2303,35
2304,38
2305,51
2306,40
2307,48
2308,45
2309,35
2310,41
2311,65
2312,54
2313,41
2314,43
2315,32
2316,33
2317,35
2318,47
2319,59
2320,31
2321,44
2322,35
2323,31
2324,44
2325,34
2326,33
2327,51
2328,49
2329,53
2330,51
2331,39
2332,48
2333,26
2334,25
2335,31
2336,23
2337,36
2338,56
2339,48
2340,40
2341,42
2342,37
2343,42
2344,27
2345,71
2346,25
2347,38
2348,48
2349,25
2350,28
2351,56
2352,46
2353,50
2354,61
2355,42
2356,40
2357,40
2358,52
2359,33
2360,32
2361,47
2362,69
2363,48
2364,41
2365,66
2366,38
2367,44
2368,40
2369,36
2370,40
2371,36
2372,48
2373,52
2374,44
2375,49
2376,40
2377,43
2378,49
2379,43
2380,29
2381,66
2382,54
2383,49
2384,34
2385,62
2386,49
2387,42
2388,55
2389,30
2390,54
2391,38
2392,43
2393,39
2394,26
2395,34
2396,65
2397,36
2398,23
2399,43
2400,35
2401,37
2402,44
2403,48
2404,43
2405,50
2406,37
2407,59
2408,56
2409,30
2410,67
2411,45
2412,44
2413,32
2414,37
2415,39
2416,63
2417,54
2418,40
2419,46
2420,23
2421,42
2422,30
2423,29
2424,47
2425,36
2426,52
2427,40
2428,45
2429,36
2430,34
2431,66
2432,45
2433,48
2434,26
2435,59
2436,33
2437,53
2438,52
2439,39
2440,51
2441,31
2442,43
2443,57
2444,39
2445,36
2446,38
2447,59
2448,37
2449,48
2450,47
2451,36
2452,25
2453,30
2454,57
2455,55
2456,24
2457,38
2458,37
2459,35
2460,34
2461,34
2462,49
2463,29
2464,44
2465,48
2466,23
2467,45
2468,38
2469,41
2470,53
2471,29
2472,35
2473,33
2474,28
2475,45
2476,54
2477,39
2478,39
2479,36
2480,21
2481,26
2482,39
2483,36
2484,31
2485,20
2486,35
2487,70
2488,39
2489,45
2490,36
2491,26
2492,78
2493,39
2494,43
2495,33
2496,35
2497,51
2498,41
2499,27
2500,44
2501,38
2502,52
2503,60
2504,36
2505,44
2506,34
2507,41
2508,47
2509,60
2510,38
2511,31
2512,39
2513,46
2514,63
2515,33
2516,56
2517,40
2518,48
2519,37
2520,32
2521,57
2522,45
2523,24
2524,69
2525,38
2526,79
2527,47
2528,56
2529,54
2530,48
2531,41
2532,68
2533,49
2534,30
2535,52
2536,42
2537,51
2538,44
2539,52
2540,38
2541,38
2542,29
2543,34
2544,62
2545,67
2546,77
2547,67
2548,31
2549,41
2550,61
2551,64
2552,30
2553,47
2554,45
2555,35
2556,26
2557,35
2558,66
2559,62
2560,29
2561,33
2562,53
2563,38
2564,39
2565,48
2566,30
2567,49
2568,64
2569,45
2570,56
2571,32
2572,43
2573,48
2574,53
2575,41
2576,40
2577,32
2578,68
2579,65
2580,39
2581,43
2582,26
2583,35
2584,53
2585,22
2586,45
2587,72
2588,56
2589,71
2590,29
2591,48
2592,39
2593,51
2594,59
2595,52
2596,41
2597,50
2598,39
2599,46
2600,25
2601,54
2602,54
2603,51
2604,47
2605,79
2606,55
2607,58
2608,66
2609,53
2610,40
2611,30
2612,50
2613,33
2614,33
2615,43
2616,45
2617,85
2618,27
2619,34
2620,49
2621,66
2622,24
2623,44
2624,26
2625,58
2626,44
2627,37
2628,47
2629,32
2630,35
2631,56
2632,34
2633,34
2634,37
2635,34
2636,38
2637,35
2638,53
2639,34
2640,38
2641,38
2642,35
2643,52
2644,37
2645,45
2646,39
2647,32
2648,36
2649,39
2650,29
2651,35
2652,41
2653,31
2654,46
2655,37
2656,41
2657,55
2658,26
2659,51
2660,47
2661,32
2662,49
2663,34
2664,27
2665,56
2666,28
2667,56
2668,70
2669,31
2670,58
2671,63
2672,26
2673,51
2674,63
2675,33
2676,36
2677,54
2678,26
2679,48
2680,33
2681,24
2682,26
2683,56
2684,63
2685,43
2686,39
2687,32
2688,28
2689,37
2690,42
2691,33
2692,45
2693,63
2694,38
2695,45
2696,40
2697,52
2698,53
2699,47
2700,43
2701,37
2702,38
2703,33
2704,42
2705,48
2706,58
2707,29
2708,36
2709,28
2710,53
2711,30
2712,37
2713,53
2714,71
2715,59
2716,41
2717,54
2718,39
2719,36
2720,53
2721,37
2722,38
2723,30
2724,19
2725,35
2726,48
2727,65
2728,45
2729,58
2730,66
2731,64
2732,59
2733,35
2734,28
2735,38
2736,46
2737,35
2738,59
2739,55
2740,29
2741,31
2742,60
2743,55
2744,41
2745,60
2746,54
2747,51
2748,42
2749,32
2750,35
2751,34
2752,27
2753,56
2754,26
2755,39
2756,27
2757,35
2758,53
2759,28
2760,59
2761,46
2762,34
2763,56
2764,45
2765,38
2766,36
2767,24
2768,39
2769,35
2770,47
2771,60
2772,46
2773,35
2774,26
2775,70
2776,53
2777,35
2778,24
2779,30
2780,36
2781,73
2782,34
2783,41
2784,41
2785,37
2786,43
2787,41
2788,32
2789,22
2790,30
2791,26
2792,43
2793,66
2794,39
2795,37
2796,56
2797,37
2798,29
2799,62
2800,66
2801,32
2802,23
2803,43
2804,41
2805,27
2806,43
2807,37
2808,42
2809,25
2810,39
2811,23
2812,35
2813,38
2814,53
2815,31
2816,57
2817,37
2818,35
2819,31
2820,38
2821,56
2822,62
2823,43
2824,55
2825,66
2826,24
2827,27
2828,24
2829,43
2830,40
2831,47
2832,28
2833,37
2834,35
2835,33
2836,57
2837,43
2838,36
2839,33
2840,48
2841,33
2842,58
2843,49
2844,35
2845,32
2846,34
2847,36
2848,66
2849,39
2850,28
2851,31
2852,63
2853,41
2854,41
2855,33
2856,43
2857,59
2858,30
2859,63
2860,34
2861,58
2862,35
2863,34
2864,36
2865,35
2866,39
2867,39
2868,33
2869,50
2870,32
2871,33
2872,39
2873,65
2874,43
2875,44
2876,38
2877,37
2878,39
2879,36
2880,67
2881,51
2882,26
2883,38
2884,44
2885,56
2886,41
2887,36
2888,39
2889,38
2890,41
2891,42
2892,42
2893,33
2894,50
2895,53
2896,39
2897,39
2898,59
2899,38
2900,25
2901,56
2902,41
2903,52
2904,56
2905,46
2906,26
2907,47
2908,54
2909,41
2910,56
2911,66
2912,39
2913,49
2914,57
2915,57
2916,35
2917,32
2918,72
2919,36
2920,41
2921,25
2922,60
2923,49
2924,45
2925,68
2926,28
2927,59
2928,38
2929,28
2930,50
2931,55
2932,48
2933,50
2934,37
2935,56
2936,50
2937,49
2938,41
2939,68
2940,76
2941,50
2942,42
2943,37
2944,44
2945,46
2946,49
2947,35
2948,64
2949,29
2950,31
2951,21
2952,60
2953,45
2954,60
2955,44
2956,55
2957,23
2958,66
2959,51
2960,28
2961,61
2962,39
2963,44
2964,31
2965,31
2966,38
2967,34
2968,57
2969,63
2970,41
2971,31
2972,43
2973,32
2974,36
2975,50
2976,27
2977,66
2978,46
2979,27
2980,39
2981,43
2982,36
2983,39
2984,61
2985,67
2986,46
2987,38
2988,42
2989,32
2990,29
2991,67
2992,43
2993,64
2994,36
2995,37
2996,38
2997,48
2998,35
2999,25
3000,26
3001,57
3002,38
3003,34
3004,33
3005,35
3006,43
3007,83
3008,53
3009,41
3010,44
3011,56
3012,41
3013,23
3014,42
3015,36
3016,79
3017,66
3018,41
3019,33
3020,29
3021,21
3022,56
3023,31
3024,68
3025,45
3026,37
3027,32
3028,36
3029,48
3030,48
3031,64
3032,49
3033,37
3034,47
3035,67
3036,30
3037,55
3038,60
3039,39
3040,53
3041,39
3042,49
3043,33
3044,52
3045,36
3046,74
3047,35
3048,62
3049,43
3050,39
3051,41
3052,37
3053,26
3054,33
3055,39
3056,39
3057,58
3058,42
3059,57
3060,38
3061,41
3062,61
3063,39
3064,26
3065,63
3066,23
3067,59
3068,63
3069,42
3070,51
3071,23
3072,23
3073,33
3074,64
3075,33
3076,40
3077,60
3078,36
3079,35
3080,68
3081,53
3082,32
3083,70
3084,28
3085,38
3086,21
3087,41
3088,32
3089,50
3090,37
3091,39
3092,28
3093,51
3094,48
3095,36
3096,36
3097,24
3098,39
3099,46
3100,27
3101,34
3102,41
3103,29
3104,49
3105,37
3106,35
3107,37
3108,32
3109,30
3110,36
3111,66
3112,44
3113,56
3114,44
3115,38
3116,68
3117,41
3118,34
3119,65
3120,84
3121,44
3122,60
3123,39
3124,39
3125,39
3126,27
3127,56
3128,60
3129,35
3130,60
3131,34
3132,54
3133,25
3134,42
3135,36
3136,34
3137,33
3138,41
3139,42
3140,38
3141,52
3142,58
3143,21
3144,34
3145,46
3146,30
3147,60
3148,29
3149,68
3150,36
3151,35
3152,53
3153,37
3154,67
3155,23
3156,25
3157,62
3158,35
3159,46
3160,39
3161,65
3162,30
3163,48
3164,59
3165,53
3166,46
3167,33
3168,49
3169,36
3170,36
3171,39
3172,51
3173,35
3174,38
3175,59
3176,73
3177,63
3178,28
3179,32
3180,44
3181,26
3182,42
3183,48
3184,32
3185,52
3186,31
3187,32
3188,51
3189,40
3190,35
3191,56
3192,37
3193,46
3194,67
3195,38
3196,33
3197,46
3198,34
3199,63
3200,34
3201,50
3202,36
3203,39
3204,44
3205,48
3206,44
3207,57
3208,42
3209,50
3210,22
3211,29
3212,33
3213,26
3214,62
3215,25
3216,55
3217,41
3218,38
3219,37
3220,27
3221,59
3222,67
3223,64
3224,33
3225,49
3226,29
3227,50
3228,40
3229,35
3230,38
3231,47
3232,44
3233,36
3234,32
3235,43
3236,74
3237,33
3238,31
3239,25
3240,65
3241,34
3242,44
3243,37
3244,43
3245,60
3246,44
3247,29
3248,62
3249,54
3250,63
3251,39
3252,68
3253,30
3254,35
3255,25
3256,45
3257,41
3258,44
3259,41
3260,58
3261,27
3262,56
3263,31
3264,39
3265,54
3266,26
3267,63
3268,46
3269,46
3270,38
3271,49
3272,34
3273,68
3274,43
3275,60
3276,46
3277,40
3278,28
3279,34
3280,46
3281,64
3282,36
3283,23
3284,71
3285,37
3286,26
3287,48
3288,40
3289,47
3290,29
3291,43
3292,44
3293,32
3294,61
3295,35
3296,60
3297,32
3298,25
3299,30
3300,45
3301,39
3302,39
3303,32
3304,52
3305,26
3306,37
3307,42
3308,63
3309,27
3310,59
3311,55
3312,59
3313,47
3314,47
3315,50
3316,32
3317,44
3318,48
3319,44
3320,55
3321,56
3322,50
3323,43
3324,42
3325,39
3326,42
3327,36
3328,31
3329,38
3330,59
3331,61
3332,75
3333,60
3334,27
3335,37
3336,55
3337,54
3338,56
3339,56
3340,32
3341,38
3342,46
3343,37
3344,39
3345,39
3346,39
3347,51
3348,45
3349,49
3350,40
3351,33
3352,49
3353,62
3354,41
3355,33
3356,43
3357,49
3358,35
3359,38
3360,42
3361,37
3362,38
3363,37
3364,54
3365,63
3366,66
3367,34
3368,39
3369,37
3370,26
3371,26
3372,41
3373,58
3374,62
3375,30
3376,34
3377,34
3378,38
3379,35
3380,48
3381,39
3382,53
3383,56
3384,39
3385,28
3386,27
3387,24
3388,34
3389,54
3390,53
3391,56
3392,49
3393,40
3394,58
3395,59
3396,26
3397,62
3398,49
3399,34
3400,45
3401,69
3402,47
3403,34
3404,28
3405,47
3406,41
3407,37
3408,55
3409,53
3410,43
3411,24
3412,34
3413,44
3414,39
3415,39
3416,38
3417,46
3418,34
3419,48
3420,44
3421,37
3422,65
3423,39
3424,54
3425,42
3426,50
3427,35
3428,39
3429,48
3430,61
3431,33
3432,46
3433,20
3434,36
3435,32
3436,60
3437,41
3438,39
3439,56
3440,63
3441,31
3442,40
3443,38
3444,45
3445,39
3446,35
3447,46
3448,83
3449,42
3450,46
3451,45
3452,49
3453,21
3454,43
3455,62
3456,22
3457,53
3458,35
3459,31
3460,63
3461,51
3462,50
3463,58
3464,31
3465,37
3466,43
3467,44
3468,58
3469,43
3470,35
3471,61
3472,22
3473,51
3474,65
3475,22
3476,67
3477,64
3478,54
3479,50
3480,51
3481,34
3482,55
3483,41
3484,35
3485,44
3486,68
3487,67
3488,34
3489,21
3490,67
3491,39
3492,49
3493,39
3494,30
3495,40
3496,32
3497,57
3498,35
3499,25
3500,35
3501,29
3502,28
3503,50
3504,53
3505,47
3506,45
3507,42
3508,61
3509,33
3510,29
3511,33
3512,57
3513,34
3514,38
3515,44
3516,42
3517,39
3518,47
3519,38
3520,32
3521,28
3522,44
3523,44
3524,38
3525,64
3526,54
3527,39
3528,47
3529,51
3530,67
3531,45
3532,32
3533,29
3534,43
3535,45
3536,47
3537,53
3538,35
3539,68
3540,53
3541,24
3542,42
3543,47
3544,46
3545,39
3546,54
3547,37
3548,55
3549,37
3550,63
3551,34
3552,51
3553,35
3554,35
3555,45
3556,25
3557,64
3558,41
3559,29
3560,56
3561,30
3562,51
3563,49
3564,53
3565,54
3566,43
3567,36
3568,36
3569,47
3570,39
3571,37
3572,29
3573,57
3574,50
3575,49
3576,45
3577,24
3578,43
3579,20
3580,42
3581,41
3582,60
3583,41
3584,42
3585,45
3586,29
3587,55
3588,59
3589,39
3590,35
3591,37
3592,51
3593,41
3594,53
3595,51
3596,50
3597,39
3598,59
3599,38
3600,51
3601,48
3602,55
3603,46
3604,64
3605,23
3606,31
3607,44
3608,38
3609,49
3610,53
3611,33
3612,44
3613,56
3614,49
3615,50
3616,54
3617,41
3618,39
3619,33
3620,29
3621,49
3622,33
3623,57
3624,24
3625,51
3626,29
3627,60
3628,46
3629,74
3630,33
3631,32
3632,32
3633,45
3634,28
3635,41
3636,36
3637,45
3638,43
3639,44
3640,25
3641,36
3642,37
3643,35
3644,49
3645,68
3646,33
3647,60
3648,52
3649,48
3650,34
3651,48
3652,58
3653,34
3654,45
3655,45
3656,45
3657,33
3658,48
3659,48
3660,57
3661,41
3662,33
3663,49
3664,54
3665,36
3666,41
3667,40
3668,58
3669,37
3670,39
3671,41
3672,54
3673,43
3674,48
3675,56
3676,49
3677,38
3678,31
3679,33
3680,49
3681,33
3682,28
3683,53
3684,42
3685,63
3686,49
3687,43
3688,28
3689,42
3690,34
3691,47
3692,39
3693,70
3694,25
3695,29
3696,34
3697,49
3698,39
3699,52
3700,28
3701,41
3702,36
3703,51
3704,40
3705,29
3706,39
3707,33
3708,28
3709,41
3710,60
3711,43
3712,38
3713,32
3714,57
3715,23
3716,26
3717,38
3718,38
3719,38
3720,34
3721,52
3722,22
3723,28
3724,23
3725,62
3726,48
3727,39
3728,41
3729,55
3730,33
3731,42
3732,30
3733,46
3734,47
3735,25
3736,66
3737,41
3738,26
3739,32
3740,36
3741,48
3742,66
3743,22
3744,28
3745,55
3746,57
3747,22
3748,43
3749,36
3750,42
3751,39
3752,33
3753,36
3754,52
3755,32
3756,52
3757,34
3758,43
3759,62
3760,42
3761,33
3762,24
3763,41
3764,34
3765,35
3766,39
3767,62
3768,44
3769,72
3770,50
3771,43
3772,40
3773,22
3774,33
3775,46
3776,53
3777,42
3778,29
3779,52
3780,59
3781,38
3782,25
3783,31
3784,36
3785,35
3786,25
3787,32
3788,67
3789,37
3790,25
3791,50
3792,49
3793,50
3794,36
3795,36
3796,34
